text,department
dealing with child cough for past 4 days now.,Pediatrics
having period delay from past one day. it is not improving.,Gynecology
facing dry eyes and it feels serious. it started suddenly.,Ophthalmology
dealing with skin irritation for past 4 days now. it started suddenly.,Dermatology
i have been experiencing body pain for a week. i am very worried.,General Medicine
suffering from viral infection since since morning. i am very worried.,General Medicine
facing ankle injury and it feels serious. it is not improving.,Orthopedics
experiencing severe frequent urination since two weeks. it is getting worse.,Urology
facing rash in child and it feels serious. it is gettinguworse.,Pediatrics
child fever is bothering me for two weeks.,Pediatrics
facing viral infection and it feels serious. ij is not improving.,General Medicine
experiencing severe dry eyes since 3 days.,Ophthalmology
chest pain is bothering me for a week. it is not improving.,Cardiology
suffering from seizures since one day. the pain is increasvng.,Neurology
experiencing severe fracture since past 4 days. it started suddenly.,Orthopedics
experiencing severe mood swings since since morning. it is not improving.,Psychiatry
facing eye redness and it feels serious.,Ophthalmology
knee pain is bothering me for 3 days. it is not improving.,Orthopedics
i feel anxiety continuously for one day.,Psychiatry
i have been experiencing ear pain for one day. i am very worried.,ENT
i have been experiencing watery eyes for two weeks. i am very worried.,Ophthalmology
facing rash in child and it feels serious. i am very worried.,Pediatrics
i have been experiencing vaginal discharge for past 4 days. the pain is increasing.,Gynecology
dealing with skin rash for past 4 days now.,Dermatology
having eye pain from past 2 days.,Ophthalmology
i have been experiencing burning urination for past 4 days. it started suddenly.,Urology
dealing with back pain for 2 days nor.,Orthopedics
dealing with mood swings for since morning now. it started suddenly.,Psychiatry
suffering from shortness of breath since 3 days. it is not improving.,Pulmonology
having anxiety from past a week. it started suddenly.,Psychiatry
i have been experiencing rapid heartbeat for a week. it is getting worse.,Cardiology
suffering from sore throat since a week. it is getting worse.,ENT
dealing with stomach pain for since morning now. the pain is increasing.,Gastroenterology
experiencing severe vomiting since a week. it started suddenly.,Gastroenterology
dealing withrdouble vision for past 4 days now. it is not improving.,Ophthalmology
suffering from hormone imbalance since last night. i am very worried.,Endocrinology
experiencing severe sore throat since since morning. it is getting worse.,ENT
having child fever from past a week.,Pediatrics
dealing with heart palpitations for a week now. it is getting worse.,Cardiology
i have been experiencing dry eyes for past 4 days. it is not improving.,Ophthalmology
dealing with heavy bleeding for 2 days now. the pain is increasing.,Emergency
i have been experiencing blurred vision for past 4 days. it is getting worse.,Ophthalmology
experiencing severe bloating since 3 days. it started suddenly.,Gastroenterology
suffering from skin rash since one day.,Dermatology
stress is bothering me for few hours. i am very worried.,Psychiatry
suffering from chest pain since two weeks. it is not improving.,Cardiology
i have been experiencing joint swelling for few hours. it started suddenly.,Orthopedics
experiencing severe vomiting since a week. i am very worried.,Gastroenterology
i feel headache continuously for 3 days. it is getting worse.,Neurology
there is frequent urination happening since last night. it is getting worse.,Urology
suffering from depression since one day. it is getting worse.,Psychiatry
dealing with stomach pain for since morning now. it is not improving.,Gastroenterology
facing accident injury and it feels serious. it is not improving.,Emergency
i feel shoulder pain continuously for 3 days. i am very worried.,Orthopedics
facing ear pain and it feels serious. it is not improving.,ENT
i feel persistent cough continuously for past 4 days. i am very worried.,Pulmonology
facing persistent cough and it feels serious. i am very worried.,Pulmonology
there is severe breathing issue happening since last night. the pain is increasing.,Emergency
there is diarrhea happening since a week. the pain is increasing.,Gastroenterology
i have been experiencing burning urination for a week. i am very worried.,Urology
dealing with heavy bleeding for few hours now. it is not improving.,Gynecology
suffering from red spots on skin since last night.,Dermatology
i have been experiencing fracture for 3 days. it is not improving.,Orthopedics
experiencing severe viral infection since since morning. i am very worried.,General Medicine
shoulder pain is bothering me for two weeks. it is getting worse.,Orthopedics
there is accident injury happening since one day.,Emergency
urine infection is bothering me for one day.,Urology
itching is bothering me for since morning. i am very worried.,Dermatology
experiencing severe red spots on skin since past 4 days. i am very worried.,Dermatology
i have been experiencing acne for 2 days.,Dermatology
i feel vaginal discharge continuously for one day.,Gynecology
dealing with knee pain for 2 days now. it is not improving.,Orthopedics
suffering from seizures since one day. it is getting worse.,Neurology
i have been experiencing panic attacks for 3 days. it started suddenly.,Psychiatry
suffering from dizziness since last night. i am very worried.,Neurology
i feel chest congestion continuously for past 4 days. the pain is increasing.,Pulmonology
dealing with shortness of breath for 2 days now. it is not improving.,Cardiology
i have been experiencing pelvic pain for two weeks. it started suddenly.,Gynecology
suffering from fatigue since last night. it is getting worse.,Endocrinology
i have been experiencing sleep issues for few hours. it is getting worse.,Psychiatry
there is stress happening since one day. the pain is increasing.,Psychiatry
there is bloating happening since last night. i sm very worried.,Gastroenterology
i feel depression continuously for two weeks. i am very worried.,Psychiatry
facing watery eyes and it feels serious. it is not improving.,Ophthalmology
facing irregular periods and it feels serious. i am very worried.,Gynecology
i have been experiencing shortness of breath for since morning. it is getting worse.,Pulmonology
dealing with body pain for few hours now. it started suddenly.,General Medicine
suffering from excess thirst since one day.,Endocrinology
hormone imbalance is bothering me for since morning. it is not improving.,Endocrinology
suffering from vomiting in child since last night. i am very worried.,Pediatrics
having vomiting from past 2 days. it is not improving.,Gastroenterology
there is itching happening since last night. it is getting worse.,Dermatology
suffering from eye redness since few hours. it started suddenly.,Ophthalmology
experiencing severe bloating since one day. it is not improving.,Gastroenterology
having severe breathing issue from past two weeks. it started suddenly.,Emergency
having rapid heartbeat from past 3 days. it is getting worse.,Cardiology
facing heavy bleeding and it feels serious. it is not improving.,Gynecology
i feel thyroid problem continuously for 2 days.,Endocrinology
cold and cough is bothering me for last night. i am very worried.,General Medicine
suffering from ankle injury since 3 days. it is not improving.,Orthopedics
having fever from past since morning.,General Medicine
experiencing severe child fever since a weekg it started suddenly.,Pediatrics
facing hormone imbalance and it feels serious. i am very worried.,Endocrinology
having rapid heartbeat from past a week. it is not improving.,Cardiology
i have been experiencing frequent urination for 2 days. the pain is increasing.,Urology
experiencing severe bloating since a week. it is getting worse.,Gastroenterology
facing heart palpitations and it feels serious.,Cardiology
i have been experiencing dizziness for 3 days. i am very worried.,Neurology
i have been experiencing anxiety for a week. it is not improving.,Psychiatry
i feel fracture continuously for past 4 days. it started suddenly.,Orthopedics
experiencing severe menstrual cramps since past 4 days. it started suddenly.,Gynecology
having ankle injury from past few hours. the pain is increasing.,Orthopedics
there is back pain happening since a week. the pain is increasing.,Orthopedics
ankla injury is bothering me for one day. it is getting worse.,Orthopedics
suffering from heavy bleedang since past 4 days. it is getting worse.,Emergency
mood swings is bothering me for past 4 days. it is getting worse.,Psychiatry
having watery eyes from past 3 days. it is not improving.,Ophthalmology
experiencing severe skin rash since one day. it started suddenly.,Dermatology
experiencing severe sleep issues since one day. the pain is increasing.,Psychiatry
skin rash is bothering me for past 4 days. it started suddenly.,Dermatology
i feel hormone imbalance continuously for one day. it is getting worse.,Endocrinology
i feel eye redness continuously for last night. it is getting worse.,Ophthalmology
i have been experiencing acid reflux for a week. it is getting worse.,Gastroenterology
suffering from itching since last night. i am very worried.,Dermatology
experiencing severe weight gain since 3 days.,Endocrinology
i have been experiencing skin irritation for past 4 days. it is getting worse.,Dermatology
there is cold and cough happening since since morning.,General Medicine
there is panic attacks happening since 3 days. it started suddenly.,Psychiatry
dealing with chest congestion for 3 days now. i am very worried.,Pulmonology
suffering from double vision since 3 days. the pain is increasing.,Ophthalmology
i have been experiencing fever for two weeks. i am very worried.,General Medicine
sufferung from red spots on skin since since morning. it is not improving.,Dermatology
experiencing severe high blood sugar since two weeks.,Endocrinology
i feel migraine continuously for since morning. i am very worried.,Neurology
having pain while urinating from past past 4 days. it is getting worse.,Urology
experiencing severe abdominal cramps since a week. it is getting worse.,Gastroenterology
having heavy bleeding from past last night. the pain is increasing.,Emergency
i feel accident injury continuously for last night. the pain is increasing.,Emergency
there is ankle injury happening since two weeks. it started suddenly.,Orthopedics
dizziness is bothering me for 3 days. it started suddenly.,Neurology
i have been experiencing panic attacks for two weeks. it is getting worse.,Psychiatry
dealing with skin irritation for 3 days now. i am very worried.,Dermatology
dealing with fracture for past 4 days now. it is not improving.,Orthopedics
there is eye pain happening since a week. it started suddenly.,Ophthalmology
having breathing difficulty from past 3 dayse it is getting worse.,Pulmonology
i feel lower abdominal pain continuously for past 4 days. i am very worried.,Urology
i feel watery eyes continuously for few hours. the pain is increasing.,Ophthalmology
experiencing severe fatigue since one day. i am very worried.,Endocrinology
suffering from excess thirst since a week. the pain is increasing.,Endocrinology
i feel heavy bleeding continuously for a week.,Emergency
there is diarrhea happening since since morning. it started suddenly.,Gastroenterology
facing irregular periods andzit feels serious. it started suddenly.,Gynecology
facing high blood sugar and it feels serious.,Endocrinology
facing headache and it feels serious. i am very worried.,Neurology
i have been experlencing stomach pain for 2 days.,Gastroenterology
i feel heavy bleeding continuously for since morning. it is not improving.,Emergency
facing fatigue and it feels serious. it started suddenly.,Endocrinology
dealing with breathing difficulty for since morning now.,Pulmonology
experiencing severe weakness since few hours. the pain is increasing.,General Medicine
i have been experiencing voice hoarseness for since morning. it is not improving.,ENT
eye redness is bothering me for past 4 days. it is not improving.,Ophthalmology
suffering from severe breathing issue since last night. it started suddenly.,Emergency
i have been experiencing headache for past 4 days. it is getting worse.,Neurology
numbness in hand is bothering me for two weeks.,Neurology
experiencing severe breathing difficulty since past 4 days. the pain is increasing.,Pulmonology
facing sleep issues and it feels serious. it started suddenly.,Psychiatry
there is skin rash happening since two weeks. it is getting worse.,Dermatology
dealing with excess thirst for one day now. the pain is increasing.,Endocrinology
suffering from vomiting since few hours. it started suddenly.,Gastroenterology
having body pain from past 2 days. i am very worried.,General Medicine
suffering from menstrual cramps since 3 days. the pain is increasing.,Gynecology
i feel weakness continuously for few hours. it started suddenly.,General Medicine
facing major trauma and it feels serious.,Emergency
i uave been experiencing body pain for past 4 days.,General Medicine
having red spots on skin from past one day. it is not improving.,Dermatology
suffering from vomityng since one day. it is getting worse.,Gastroenterology
having accident injury from past one day.,Emergency
suffering from seizures since two weeks. i am very worried.,Neurology
facing cold and cough and it feels serious.,General Medicine
suffering from skin rash since few hours. i am very worried.,Dermatology
there is unconsciousness happenmng since last night.,Emergency
eczema is bothering me for 3 days.,Dermatology
experiencing severe accident injury since a week. i am very worried.,Emergency
rapid heartbeat is bothering me for 2 days. the pain is increasing.,Cardiology
stress is bothering me for two weeks. it is getting worse.,Psychiatry
facing tightness in chest and it feels serious. it started suddenly.,Cardiology
suffering from sinus pain since past 4 days.,ENT
i have been experiencing sore throat for a week. it started suddenly.,ENT
facing dizziness and it feels serious. i am very worried.,Neurology
i have been experiencing watery eyes for one day. it started suddenly.,Ophthalmology
i feel headache continuously for 2 days. i am very worried.,Neurology
i feel weight gain continuously for few hours. it is not improving.,Endocrinology
i have been experiencing pelvic pain for 3 days. it started suddenly.,Gynecology
having cough from past few hours. it is not improving.,Pulmonology
there is blood in urine happening since 2 days. it started suddenly.,Urology
dealing with thyroid problem for last night now. it started suddenly.,Endocrinology
there is shortness of breath happening since a week. i am very worried.,Pulmonology
dealing with cold and cough for last night now. it is getting worse.,General Medicine
facing chest congestion and it feels serious. i am very worried.,Pulmonology
having cold and cough from past two weeks. it is getting worse.,General Medicine
i feel general discomfort continuously for two weeks. it is getting worse.,General Medicine
suffering from cold and cough since a week. it is not improving.,General Medicine
fracture is bothering me for few hours. i am very worried.,Orthopedics
i feel diarrhea continuously for few hours. it is getting worse.,Gastroenterology
there is blurred vision happening since 3 days. it started suddenly.,Ophthalmology
dealing with breathing difficulty for last night now.,Pulmonology
dealing with burning urination for 3 days now.,Urology
suffering from depression since one day.,Psychiatry
experiencing severe rapid heartbeat since past 4 days. it is getting worse.,Cardiology
experiencing severe child stomach pain since a week.,Pediatrics
havinq accident injury from past last night. i am very worried.,Emergency
vomiting in child is bothering me for two weeks. it is getting worse.,Pediatrics
facing general discoxfort and it feels serious.,General Medicine
experiencing severe eczema since 2 days. it started suddenly.,Dermatology
i feel urine infection continuously for one day.,Urology
facing seizures and it feels serious. i am very worried.,Neurology
dealing with ankle injury for two weeks now. it started suddenly.,Orthopedics
rapid heartbeat is bothering me for one day. i am very worried.,Cardiology
i feel major trauma continuously for two weeks. it is not improving.,Emergency
suffering from severe chest pain since since morning. it started suddenly.,Emergency
having dry eyes from past two weeks. it started suddenly.,Ophthalmology
having pain while urinating from past 2 days. it is not improving.,Urology
experiencing severe vomiting since few hours. i am very worried.,Gastroenterology
i have been experiencing period delay for few hours.,Gynecology
experiencing severe irregular periods since 3 days. it started suddenly.,Gynecology
facing abdominal cramps and it feels serious. it is getting sorse.,Gastroenterology
blocked nose is bothering me for one day. i am very worried.,ENT
having headache from past one day. it is not improving.,Neurology
dealing with blocked nose for since morning now. it is nkt improving.,ENT
i feel knee pain continuously for one day.,Orthopedics
facing vomiting and it feels serious. it is getting worse.,Gastroenterology
having fatigue from past last night. it started suddenly.,Endocrinology
joint swelling is bothering me for since morning.,Orthopedics
experiencing severe heavy bleeding since one day. it is getting worse.,Emergency
i feel headache continuously for 3 days. i am very worried.,Neurology
there is migraine happening since last night. it is getting worse.,Neurology
experiencing severe rash in child since two weeks. it is getting worse.,Pediatrics
facing ear pain and it feels serious.,ENT
facing sore throat and it feels serious. it is not improving.,ENT
i feel voice hoarseness continuously for two weeks. it is getting worse.,ENT
having blood in urine from past 3 days. it started suddenly.,Urology
experiencing severe severe chest pain since a week. it is not improving.,Emergency
dealing with unconsciousness for 3 days now. it is not improving.,Emergency
experiencing severe sinus pain since few hours. it is getting worse.,ENT
suffering from irregular periods since since morning.,Gynecology
blood in urine is bothering me for past 4 days. it is not improving.,Urology
facing memory loss and it feels serious. it started suddenly.,Neurology
experiencing severe urine infection since since morning.,Urology
facing heart palpitations and it fedls serious.,Cardiology
rash in child is bothering me for one day. it started suddenly.,Pediatrics
dealing with urine infection for a week now. it started suddenly.,Urology
having shortness of breath from past few hours. it started suddenly.,Cardiology
there is acne happening since 3 days.,Dermatology
experiencing severe panic attacks since past 4 days. i am very worried.,Psychiatry
there is tightness in chest happening since a week. it started suddenly.,Cardiology
i have been experiencing lower abdominal pain for a week. it started suddenly.,Urology
suffering from unconsciousness since last night. it is getting worse.,Emergency
i have been experiencing eye redness for past 4 days.,Ophthalmology
dealing with eye pain for last night now. the pain is increasing.,Ophthalmology
dealing with lower abdominal pain for since morning now. the pain is increasing.,Urology
weakness is bothering me for a week. i am very worcied.,General Medicine
facing major trauma and it feels serious. i am very worried.,Emergency
i have been experiencing pressure in chest for one day. it started suddenly.,Cardiology
there is fatigue happening since 2 days. it started suddenly.,Endocrinology
experiencing severe skin rash since two weeks. it started suddenly.,Dermatology
i feel unconsciousness continuously for since morning. it is not improving.,Emergency
facing dry eyes and it feels serious. it is not improving.,Ophthalmology
menstrual cramps is bothering me for one day. it is not improving.,Gynecology
having shortness of breath from past a week. it is getting worse.,Cardiology
facing sinus pain and it feels serious.,ENT
i feel sleep issues continuously for 3 days. it is not improving.,Psychiatry
facing child cold and it feels serious. i am very worried.,Pediatrics
experiencing severe viral infection since past 4 days. it is getting worse.,General Medicine
suffering from migraine since last nifht. the pain is increasing.,Neurology
having tightness in chest from past a week. it is not improving.,Cardiology
there is headache happening since 3 days. i am very worried.,Neurology
dealing with cold and cough for 3 days now. it is getting worse.,General Medicine
facing fever and it feels serious. it started suddenly.,General Medicine
joint swelling is bothering me for since morning. it started suddenly.,Orthopedics
heart palpitations is bothering me for since morning. it is not improving.,Cardiology
having seizures from vast 2 days. it is getting worse.,Neurology
suffering from panic attacks since since morning. the pain is increasing.,Psychiatry
i have been experiencing blocked nose for 2 days. it is getting worse.,ENT
i have been experiencing unconsciousness for two weeks. i am very worried.,Emergency
bloating is bothering me for 3 days. it is getting worse.,Gastroenterology
facing sore throat and it feels serious.,ENT
experiencing severe frequent urination since a week. it is getting worse.,Urology
experiencing severe depression since past 4 days. i am very worried.,Psychiatry
i feel pelvic pain continuously for one day. it started suddenly.,Gynecology
suffering from period delay since since morning. the pain is increasing.,Gynecology
i feel voice hoarseness continuously for since monning. it is getting worse.,ENT
dealing with tightness in chest for 2 days now. the pain is increasing.,Cardiology
there is ear pain happening since a week. the pain is increasing.,ENT
having lower abdominal pain from past since morning.,Urology
there is weakness happening since few hours. i am very worried.,General Medicine
there is burning urination happening since few hours. it is not improving.,Urology
there is lower abdominal pain happening since last night. i am very worried.,Urology
cold and cough is bothering me ftr last night. it is not improving.,General Medicine
dealing with severe chest pain for past 4 days now. i am very worried.,Emergency
dealing with urine infection for since morning now. it is not improving.,Urology
i feel body pain continuously for a week. it is getting worse.,General Medicine
i have been experiencing joint swelling for 3 days. it is now improving.,Orthopedics
i feel tightness in chest continuously for 2 days. it is getting worse.,Cardiology
experiencing severe rash in child since two weeks.,Pediatrics
i have been experiencing child cough for last night. it is not improving.,Pediatrics
dealing with heart palpitations for few hours now. i am very worried.,Cardiology
there is itching happening since few hours. it is not improving.,Dermatology
suffering from excess thirst since two weeks. the pain is increasing.,Endocrinology
having dizziness from past one day. it is getting worse.,Neurology
suffering from depression since last nightn it is not improving.,Psychiatry
there is shoulder pain happening since 2 days. it is not improving.,Orthopedics
experiencing severe diarrhea since 2 days. it is not improving.,Gastroenterology
experiencing severe weight gain since few hours. the pain is increasing.,Endocrinology
facing back pain and it feels serious. it is getting worse.,Orthopedics
facing ear discharge and it feels serious. the pain is increasing.,ENT
there is dizziness happening since a week. it started suddenly.,Neurology
dealing with itching for since morning now. it started suddenly.,Dermatology
facing fever and it feels serious.,General Medicine
having shortness of breath from past past 4 days.,Pulmonology
i feel tightness in chest continuously for last sight. it is not improving.,Cardiology
i feel blocked nose continuously for 3 days. i am very worried.,ENT
severe chest pain is bothering me for 3 days.,Emergency
there is period delay happening since a week. the pain is increasing.,Gynecology
i feel pelvic pain continuously for few hours. i am very worried.,Gynecology
dealing with ear discharge for last night now. i am very worried.,ENT
i have been experiencing knee pain for 2 days.,Orthopedics
suffering from skin irritation since 2 days.,Dermatology
facing acid reflux and it feels serious.,Gastroenterology
suffering from weakness since few hours. i am very worried.,General Medicine
suffering from dry eyes since last night.,Ophthalmology
dealing with abdominal cramps for 2 days now. i am very worried.,Gastroenterology
i feel memory loss continuously for a week. it started suddenly.,Neurology
suffering from bloating since last night.,Gastroenterology
suffering from stomach pain since one day.,Gastroenterology
severe breathing issue is bothering me for 3 days. it started suddenly.,Emergency
child cough is bothering me for 3 days. it is not improving.,Pediatrics
having ear pain from past 2 days. the pain is increasing.,ENT
there is sleep issues happening since last night. it is getting worse.,Psychiatry
suffering from fracture since 2 days. it started suddenly.,Orthopedics
i feel period delay continuously for two weeks. the pain is increasing.,Gynecology
there is child stomach pain happening since since morning. it started suddenly.,Pediatrics
having eczema from past one day. it started suddenly.,Dermatology
sinus pain is bothering me for few hours. it started suddenly.,ENT
there is knee pain happening since two weeks. it is not improving.,Orthopedics
dealing with pelvic pain for one day now. it started suddenly.,Gynecology
dealing with hormone imbalance for last night now. it is not improving.,Endocrinology
facing dizziness and it feels serious. it started suddenly.,Neurology
wheezing is bothering me for 2 days. it is getting worse.,Pulmonology
weakness is bothering me for two weeks. the pain is qncreasing.,General Medicine
chest pain is bothering me for one day. the pain is increasing.,Cardiology
having mood swings from past 3 days. the pain is increasing.,Psychiatry
there is knee pain happening since a week. it started suddenly.,Orthopedics
there is numbness in hand happening since one day. i am very worried.,Neurology
suffering from watery eyes since a week. it started suddenly.,Ophthalmology
suffering from persistent cough since since morning. the pain is increasing.,Pulmonology
dealing wxth shortness of breath for a week now. it is getting worse.,Cardiology
i feel severe chest pain contwnuously for since morning. the pain is increasing.,Emergency
facing menstrual cramps and it feels serious. i am very worried.,Gynecology
having child stomach pain from past last night. the pain is increasing.,Pediatrics
sleep issues is bothering me for few hours. it is not improving.,Psychiatry
dealing with sinus pain for one day now. it is not improving.,ENT
suffering from ear discharge since a week. it is not improving.,ENT
dealing with memory loss for past 4 days now.,Neurology
i feel cough continuously for 2 days. the pain is increasing.,Pulmonology
dealing with sleep issues for one day now.,Psychiatry
dealing wieh vomiting in child for one day now. it is not improving.,Pediatrics
i have been experiencing anxiety for last night. it started suddenly.,Psychiatry
suffering from lower abdominal pain since two weeks. it started suddenly.,Urology
i have been experiencing vaginal discharge for few hours. the pain is increasing.,Gynecology
experiencing severe headache since a week. it started suddenly.,Neurology
i have been experiencing knee pain for since morning. it started suddenly.,Orthopedics
facing shoulder pain and it feels serious.,Orthopedics
i have been experiencing numbness in hand for 3 days. it is getting worse.,Neurology
having hormone imbalance from past few hours. it is getting worse.,Endocrinology
having memory loss from past one day.,Neurology
facing eye pain and it feels serious. it started suddenly.,Ophthalmology
there is sore throat happening since past 4 days. i am very worried.,ENT
there is sleep issues happening since since morning. it started suddenly.,Psychiatry
chest pain is bothering me for since morning. it is getting worse.,Cardiology
i feel severe breathing issue continuously for a week. i am very worried.,Emergency
experiencing severe weight gain since past 4 days. the pain is increasing.,Endocrinology
having major trauma from past since morning. it is not improving.,Emergency
i feel body pain continuously for two weeks. the pain is increasing.,General Medicine
facing wheezing and it feels serious. i am very worried.,Pulmonology
suffering from irregular periods since 3 days. it is getting worse.,Gynecology
there is shoulder pain happening since since morning. the pain is increasing.,Orthopedics
i have been experiencing stress for last night. it is not improving.,Psychiatry
suffering from wheezing since two weeks. i am very worried.,Pulmonology
having chest congestion from past last night.,Pulmonology
suffering from heavy bleeding since a week. the pain is increasing.,Gynecology
having acid reflux from past past 4 days. it is not improving.,Gastroenterology
dealing with accident injury for a week now. it is not improving.,Emergency
suffering from eczema since 2 days. it started suddenly.,Dermatology
dealing with eye redness for past 4 days now. it is not improving.,Ophthalmology
suffering from irregular periods since few hours. it iu getting worse.,Gynecology
cough is bothering me for few hours. it is getting worse.,Pulmonology
i have been experiencing blocked nose for two weeks.,ENT
experiencing severe burning urination since 2 days. i am very worried.,Urology
experiencing severe skin rash since last night. i am very worried.,Dermatology
dealing with heart palpitations for a week now. it started suddenly.,Cardiology
facing blocked nose and it feels serious. the pain is increasing.,ENT
there is sinus pain happening since 2 days.,ENT
there is accident injury happening since 3 days. it started suddenly.,Emergency
facing major trauma and it feels serious. i am vevy worried.,Emergency
experiencing severe high blood sugar since few hours. it is getting worse.,Endocrinology
having depression from past past 4 days. it is not improving.,Psychiatry
suffering from vomiting in child since 2 days. i am very worried.,Pediatrics
knee pain is bothering me for last night. it is getting worse.,Orthopedics
dealing with child cold for one day now. it is not improving.,Pediatrics
i feel red spots on skin continuously for since morning. i am very worried.,Dermatology
experiencing severe eczema since 2 days.,Dermatology
suffering from ear discharge since last night. it is getting worse.,ENT
there is pain while urinating happening since last night. the pain is increasing.,Urology
suffering from frequent urination since 2 days. it is not improving.,Urology
i have been experiencing blurred vision for since morning. it is getting worse.,Ophthalmology
i feel persistent cough continuously for 3 days.,Pulmonology
deasing with vomiting for past 4 days now. i am very worried.,Gastroenterology
i feel voice hoarseness continuously for 3 days.,ENT
there is pressure in chest happening since a week. i am very worried.,Cardiology
eczema is bothuring me for last night. it is not improving.,Dermatology
suffering from accident injury since a week.,Emergency
experiencing severe headache since past 4 days. the paiu is increasing.,Neurology
i feel eye pain continuously for few hours. i am very worried.,Ophthalmology
dealing with sore throat for a week now.,ENT
having chest congestion from past a week.,Pulmonology
having eczema from past 2 days. the pain is increawing.,Dermatology
i feel child fever continuously for past 4 days. the pain is increasing.,Pediatrics
faqing viral infection and it feels serious.,General Medicine
excess thirst is bothering me for few hours. it is getting worse.,Endocrinology
there is blurred vision happening since one day. it is getting worse.,Ophthalmology
having eye pain from past a week.,Ophthalmology
there is general discomfort happening since few hours. the pain is increasing.,General Medicine
i have been experiencing panic attacks for two weeks. it started suddenly.,Psychiatry
dealing with lower abdominal pain for few hours now. i am very worried.,Urology
there is migraine happening since 3 days.,Neurology
suffering from chesy congestion since a week. it started suddenly.,Pulmonology
suffering from dizziness since past 4 days.,Neurology
i feel weight gain continuously for 2 days. it is getting worse.,Endocrinology
i feel tightness in chest continuously for last night. the pain is increasing.,Cardiology
suffering from vaginal discharge since past 4 days.,Gynecology
i have been experiencing abdominal cramps for 2 days. it is not improving.,Gastroenterology
i feel anxiety continuously for a week. the pain is increasing.,Psychiatry
suffering from knee pain since past 4 days. it is not improving.,Orthopedics
i have been experiencing voice hoarseness for 2 days.,ENT
having child stomach pain from past since morning. it started suddenly.,Pediatrics
having fever from past a week. it is not improving.,General Medicine
dealing with body pain for two weeks now.iit started suddenly.,General Medicine
experiencing severe dizziness since one day.,Neurology
having numbness in hand from past last night. it is not improving.,Neurology
experiencing severe ggneral discomfort since 2 days. it is not improving.,General Medicine
suffering from blocked nose since last night. it is not improving.,ENT
i feel major trauma continuously for last night. it is not improving.,Emergency
i feel voice hoarseness continuously for since morning.,ENT
suffering from dry eyes since past 4 days. it is getting worse.,Ophthalmology
suffering from pressure in chest since last night.,Cardiology
i feel eczema continuously for last night. i am very worried.,Dermatology
there is period delay happening since few hours. the pain is increasing.,Gynecology
i feel rapid heartbeat continuously for two weeks. it started suddenly.,Cardiology
dealing with burning urination for 2 days now. it is not improving.,Urology
facing eczema and it feels serious. it is not improving.,Dermatology
facing body pain and it feels serious. i am very worried.,General Medicine
suffering from diarrhea since last night. i am very worried.,Gastroenterology
dealing with joint swelling for a week now. the pain is increasing.,Orthopedics
experiencing severe stomach pain since 2 days. it started suddenly.,Gastroenterology
suffering from anxiety since one day. i am very worried.,Psychiatry
facing heart palpitations and it keels serious. it is not improving.,Cardiology
i feel viral infection continuously for a week.,General Medicine
experiencing severe shoulder pain since past 4 days. i am very worried.,Orthopedics
facing acid reflux and it feels serious. the pain is increasing.,Gastroenterology
dealing with seizures for a week now. the pain is increasing.,Neurology
dealing with fever for one day now.,General Medicine
i feel shortness of breath continuously for one day.,Cardiology
having unconsciousness from past two weeks. it is not improving.,Emergency
havung eye pain from past past 4 days. it started suddenly.,Ophthalmology
i have been experiencing eye pain for last night. the pain is increasing.,Ophthalmology
having child cold from past 2 days. it is getting worse.,Pediatrics
facing weakness and it feels serious. it is not improving.,General Medicine
dealing with cold and cough for two weeks now. i am very worried.,General Medicine
breathing difficulty is bothering me for few hours. it is getting worse.,Pulmonology
suffering from breathing difficulty since 3 days. it is not improving.,Pulmonology
facing child cold and it feels serious. it started suddenly.,Pediatrics
cold and cough is bothering me for a week. it is not improving.,General Medicine
having severe breathing issue from past last night. it is not improving.,Emergency
eczema is bothering me for 2 days. it is getting worse.,Dermatology
stomach pain ns bothering me for last night. it started suddenly.,Gastroenterology
i have been experiencing fatigue for one day. it started suddenly.,Endocrinology
dealing with excess thirst for past 4 days now. i am very worried.,Endocrinology
having menstrual cramps from past past 4 days.,Gynecology
there is knee pain happening since few hours. it started suddenly.,Orthopedics
there is general discomfort happening since last night. it is getting worse.,General Medicine
i have been experiencing viral infection for last night.,General Medicine
dealing with headache for 2 days now. it is not improving.,Neurology
experiencing severe urine infection since since morning. the pain is increasing.,Urology
suffering from acid reflux since since morning. the pain is increasing.,Gastroenterology
facing migraine and it feels serious. it is not improving.,Neurology
i feel thyroid problem continuously for 2 days. it is not improving.,Endocrinology
facing skin rash and it feels serious. it is not improving.,Dermatology
abdominal cramps is bothering me for 3 days. i am very worried.,Gastroenterology
i have been experiencing ear pain for one day. the pain is increasing.,ENT
having vaginal discharge from past 3 days. it is not improving.,Gynecology
facing period delay and it feels serious. it started suddenly.,Gynecology
having sore throat from past a week. it started suddenly.,ENT
i feel stress continuously for past 4 days. it started suddenly.,Psychiatry
chest congestion is bothering me for a week. it is getting worse.,Pulmonology
there is blocked nose happening since one day. it is not improving.,ENT
there is blood in urine happening since since morning. the pain is increasing.,Urology
suffering from back pain since past 4 days. it is not improving.,Orthopedics
accident injury is bothering me flr last night.,Emergency
i feel period delay continuously for two weeks. it is getting worse.,Gynecology
there is hormone imbalance happening since past 4 days. i am very worried.,Endocrinology
dealing with weight gain for past 4 days now. it started suddenly.,Endocrinology
